,gnd,person,sameAs,forename,surname,dateOfDeath,dateOfBirth
1078,http://d-nb.info/gnd/118554239,"{'placeOfActivity': [{'@id': 'http://d-nb.info/gnd/4050471-2', '@value': 'Rom'}], 'dateOfDeath': '19. Mai 1963', 'variantName': ['Alois C. Hudal', 'Aloys Hudal', 'Luigi Hudal', 'Louis Hudal'], 'forename': 'Alois', 'surname': 'Hudal', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4030020-1', '@value': 'Katholischer Theologe'}], 'biographicalOrHistoricalInformation': ""Österr. Theologe, Bischof, Rektor des deutschen Priesterkollegs Santa Maria dell'Anima und Titularbischof von Aela"", 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfBirth': '31. Mai 1885', 'academicDegree': 'Prof., Dr.', 'preferredName': 'Alois Hudal'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118554239', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://en.wikipedia.org/wiki/Alois_Hudal', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/nr89017358', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/3262577', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/000000008338883X', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Alois,Hudal,19. Mai 1963,31. Mai 1885
1079,http://d-nb.info/gnd/118524968,"{'dateOfDeath': '29. März 1982', 'variantName': ['Helene Rosenbach', 'Hēlēnēh Dōjtš'], 'forename': 'Helene', 'surname': 'Deutsch', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4228427-2', '@value': 'Psychoanalytikerin'}], 'biographicalOrHistoricalInformation': 'Geboren in Galizien, emigrierte 1934/35 in die USA', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4009352-9', '@value': 'Cambridge, Mass.'}, 'dateOfBirth': '9. Oktober 1884', 'preferredName': 'Helene Deutsch', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4116122-1', '@value': 'Przemyśl'}}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118524968', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12051161', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Helene_Deutsch', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n50001782', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/2489183', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000108625943', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Helene,Deutsch,29. März 1982,9. Oktober 1884
1080,http://d-nb.info/gnd/118523325,"{'dateOfDeath': '17. Dezember 1981', 'variantName': ['Franz'], 'forename': 'Franz', 'surname': 'Dahlem', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4046517-2', '@value': 'Politiker'}], 'biographicalOrHistoricalInformation': 'SPD (1913-17), USPD (1917-20), KPD (1920-46), SED (1946-). In der DDR (ab 1945); kommunistischer Politiker; Mitglied des Zentralkomitees der SED', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/6/61/Stamps_of_Germany_(DDR)_1983,_MiNr_2765.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Stamps_of_Germany_(DDR)_1983,_MiNr_2765.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Stamps_of_Germany_(DDR)_1983,_MiNr_2765.jpg?width=270'}, 'preferredName': 'Franz Dahlem', 'dateOfBirth': '14. Januar 1892'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118523325', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12172458', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://id.loc.gov/authorities/names/n81071076', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/9889309', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.dhm.de/lemo/html/biografien/DahlemFranz/index.html', 'publisher': {'icon': 'http://www.hdg.de/favicon.ico', 'name': 'Biographie bei LeMO Lebendiges virtuelles Museum Online', 'abbr': 'LEVIMUON'}}, {'@id': 'http://www.isni.org/0000000114376592', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Franz,Dahlem,17. Dezember 1981,14. Januar 1892
1081,http://d-nb.info/gnd/116179511,"{'placeOfActivity': [{'@id': 'http://d-nb.info/gnd/4005728-8', '@value': 'Berlin'}], 'forename': 'Paul', 'preferredName': 'Paul Piechowski', 'placeOfBirth': {'@value': 'Turoscheln'}, 'dateOfDeath': '9. Juni 1966', 'variantName': ['Paul Felix Piechowski'], 'surname': 'Piechowski', 'biographicalOrHistoricalInformation': '1911-1916 Studium der Philosophie und evangelischen Theologie in Königsberg, 1916 Promotion zum Lic. theol.; 1916-1917 Pfarrer in Königsberg, danach in Berlin; 1934 Entlassung aus dem Dienst der evangelischen Kirche; 1923 Promotion zum Dr. phil. an der Universität Frankfurt (Main); 1932-1938 Medizinstudium mit anschließender Promotion, danach bis 1961 ärztliche Tätigkeit; 1946-1952 stellv. Leiter der Magistratsabteilung für Gesundheitsdienst bzw. später Senatsverwaltung für Gesundheitswesen in Berlin', 'placeOfDeath': {'@value': 'Bed Godesberg'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'academicDegree': 'Lic. theol., Dr. phil., Dr. med.', 'dateOfBirth': '30. Juni 1892'}","[{'@id': 'http://en.wikipedia.org/wiki/Paul_Piechowski', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n86833468', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/42582843', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000083769165', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Paul,Piechowski,9. Juni 1966,30. Juni 1892
1082,http://d-nb.info/gnd/119134616,"{'dateOfDeath': '5. Februar 2005', 'variantName': ['G. Reimann', 'Günther Reiman', 'Günther Reimann', 'Guenter Reimann', 'Guenther Reiman', 'Günter Hans Reimann', 'Hans Steinicke'], 'forename': 'Günter', 'surname': 'Reimann', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4176310-5', '@value': 'Publizist'}], 'biographicalOrHistoricalInformation': 'Dt. Wirtschaftspublizist u. Wirtschaftswissenschaftler, der ab 1938 in den USA lebte u. arbeitete', 'placeOfDeath': {'@value': 'New York'}, 'dateOfBirth': '13. November 1904', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Günter Reimann', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4079777-6', '@value': 'Angermünde'}}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/119134616', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12195823', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Günter_Reimann', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n94057113', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/61592478', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000121356952', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}, {'@id': 'http://www.isni.org/0000000368642811', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Günter,Reimann,5. Februar 2005,13. November 1904
1083,http://d-nb.info/gnd/118749749,"{'forename': 'Arthur', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4025098-2', '@value': 'Historiker'}], 'preferredName': 'Arthur Rosenberg', 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4005728-8', '@value': 'Berlin'}, 'dateOfDeath': '7. Februar 1943', 'variantName': ['Historikus', 'Historicus', 'Artur Rosenberg', 'Arturo Rosenberg', 'A. Rosenberg'], 'surname': 'Rosenberg', 'biographicalOrHistoricalInformation': 'geb. in Berlin, Dr.phil.; Dt. Historiker, Privatdozent und Professor in Berlin', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4042011-5', '@value': 'New York, NY'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'academicDegree': 'Dr. phil.', 'dateOfBirth': '19. Dezember 1889'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118749749', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12138479', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Arthur_Rosenberg', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n87897896', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/807836', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.deutsche-biographie.de/pnd118749749.html', 'publisher': {'name': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften und Bundesarchiv', 'abbr': 'HKBAWB'}}, {'@id': 'http://www.isni.org/000000010862086X', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Arthur,Rosenberg,7. Februar 1943,19. Dezember 1889
1084,http://d-nb.info/gnd/118890476,"{'dateOfDeath': '1970', 'variantName': ['Else Kienle-Jakobowitz', 'Else K. La Roe', 'Else K. la Roe'], 'forename': 'Else', 'surname': 'Kienle', 'biographicalOrHistoricalInformation': 'Dt. Ärztin, Emigrantin', 'preferredName': 'Else Kienle', 'dateOfBirth': '1900'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118890476', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/n93111439', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/22939716', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000030612076', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Else,Kienle,1970,1900
1085,http://d-nb.info/gnd/118770373,"{'dateOfDeath': '1969', 'variantName': ['K. E. Voroshilov', 'Klementy Evremovitch Voroshilov', 'K. Ie. Voroshylov', 'C. E. Voroşilov', 'K. E. Vorošilov', 'Kliment E. Vorošilov', 'Klimentij E. Vorošilov', 'Klimentij Efremovič Vorošilov', 'Klimentij J. Vorošilov', '... Woroschilow', 'K. Woroschilow', 'K. E. Woroschilow', 'K. J. Woroschilow', 'Kliment Woroschilow', 'Kliment E. Woroschilow', 'Kliment Efremowitj Worosjilov', 'Kliment J. Woroschilow'], 'forename': 'Kliment Efremovič', 'surname': 'Vorošilov', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4055409-0', '@value': 'Soldat'}, {'@id': 'http://d-nb.info/gnd/4046517-2', '@value': 'Politiker'}], 'biographicalOrHistoricalInformation': 'Sowjet. Soldat und Politiker; 1935 Marschall der Sowjetunion; 1925-1940 Verteidigungsminister; 1953-1960 Vors. des Präs. des Obersten Sowjets der UdSSR', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/b/b2/Klim_voroshilov.JPG', 'url': 'https://commons.wikimedia.org/wiki/File:Klim_voroshilov.JPG?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Klim_voroshilov.JPG?width=270'}, 'preferredName': 'Kliment Efremovič Vorošilov', 'dateOfBirth': '1881'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118770373', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12263245', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://en.wikipedia.org/wiki/Kliment_Voroshilov', 'publisher': {'icon': 'http://en.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Englisch)', 'abbr': 'WKP'}}, {'@id': 'http://id.loc.gov/authorities/names/n84161427', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/19736258', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Kliment Efremovič,Vorošilov,1969,1881
1086,http://d-nb.info/gnd/118605526,"{'dateOfDeath': '1936', 'variantName': ['Johanna Bleschke', 'Johanna Sanzara'], 'forename': 'Rahel', 'surname': 'Sanzara', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4053311-6', '@value': 'Schriftstellerin'}], 'biographicalOrHistoricalInformation': 'Schriftstellerin, Tänzerin, Schauspielerin', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/f/f1/Rahel_Sanzara.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Rahel_Sanzara.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Rahel_Sanzara.jpg?width=270'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#female', '@value': 'Frau'}, 'preferredName': 'Rahel Sanzara', 'dateOfBirth': '1894'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118605526', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://beacon.findbuch.de/gnd-resolver/pw_imdb/http://beacon.findbuch.de/gnd-resolver/pw_imdb/118605526', 'publisher': {'icon': 'http://i.media-imdb.com/images/SFff39adb4d259f3c3fd166853a6714a32/desktop-favicon.ico', 'name': 'Internet Movie Database (IMDb)', 'abbr': 'IMDB'}}, {'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/ws/118605526', 'publisher': {'icon': 'http://wikisource.org/favicon.ico', 'name': 'Wikisource', 'abbr': 'WIKISOURCE'}}]",Rahel,Sanzara,1936,1894
1087,http://d-nb.info/gnd/118712993,"{'dateOfDeath': '1965', 'variantName': ['Josef Joos', 'Jos. Joos'], 'forename': 'Joseph', 'surname': 'Joos', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4415900-6', '@value': 'Arbeiterführer'}, {'@id': 'http://d-nb.info/gnd/4028781-6', '@value': 'Journalist'}, {'@id': 'http://d-nb.info/gnd/4046517-2', '@value': 'Politiker'}], 'biographicalOrHistoricalInformation': 'war Vorsitzender der Katholischen Arbeiterinternationale und Reichstagsabgeordneter der Zentrumspartei; Dt. Journalist und Politiker', 'depiction': {'image': 'http://upload.wikimedia.org/wikipedia/commons/a/af/Joseph_Joos_JS.jpg', 'url': 'https://commons.wikimedia.org/wiki/File:Joseph_Joos_JS.jpg?uselang=de', 'thumbnail': 'https://commons.wikimedia.org/wiki/Special:FilePath/Joseph_Joos_JS.jpg?width=270'}, 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Joseph Joos', 'dateOfBirth': '1878'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118712993', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://id.loc.gov/authorities/names/nr2003002506', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/40173139', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.deutsche-biographie.de/pnd118712993.html', 'publisher': {'name': 'Historische Kommission bei der Bayerischen Akademie der Wissenschaften und Bundesarchiv', 'abbr': 'HKBAWB'}}, {'@id': 'http://www.isni.org/0000000082228420', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}, {'@id': 'http://www.pacelli-edition.de/gnd118712993', 'publisher': {'name': 'Kritische Online-Edition der Nuntiaturberichte Eugenio Pacellis (1917-1929)', 'abbr': 'PACELLI'}}]",Joseph,Joos,1965,1878
1088,http://d-nb.info/gnd/118844814,"{'dateOfDeath': '4. Dezember 1959', 'forename': 'Emil', 'surname': 'Felden', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4132592-8', '@value': 'Pfarrer'}, {'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}], 'biographicalOrHistoricalInformation': 'Pfarrer in Bremen, Alberschweiler (Lothringen) und Dehlingen (Elsaß)', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Emil Felden', 'dateOfBirth': '7. Mai 1874'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118844814', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://viaf.org/viaf/20477572', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000078595850', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Emil,Felden,4. Dezember 1959,7. Mai 1874
1089,http://d-nb.info/gnd/130119423,"{'dateOfDeath': '1962', 'variantName': ['Ekkehard Wächter'], 'forename': 'August', 'surname': 'Abel', 'biographicalOrHistoricalInformation': 'war Reichstagsabgeordneter der Deutschen Staatspartei (Volksnationale Reichsvereinigung); Dt. Journalist, Publizist und Politiker', 'preferredName': 'August Abel', 'dateOfBirth': '1887'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/130119423', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://viaf.org/viaf/13407039', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",August,Abel,1962,1887
1090,http://d-nb.info/gnd/118687859,"{'forename': 'Kasimir', 'affiliation': [{'@id': 'http://d-nb.info/gnd/37041-1', '@value': 'Deutsche Akademie für Sprache und Dichtung (Darmstadt)'}], 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}], 'familialRelationship': [{'@id': 'http://d-nb.info/gnd/12094023X', 'relationship': 'Schwiegertochter', 'preferredName': 'Ulrike Edschmid'}], 'preferredName': 'Kasimir Edschmid', 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'dateOfDeath': '31. August 1966', 'variantName': ['Kazimir Edšmid', 'Eduard Schmid', 'Eduard Hermann Wilhelm Schmid', 'K. Edschmid'], 'surname': 'Edschmid', 'biographicalOrHistoricalInformation': 'Georg-Büchner-Preisträger 1927; lebte 10 Jahre in Italien', 'placeOfDeath': {'@id': 'http://d-nb.info/gnd/4468355-8', '@value': 'Vulpera'}, 'placeOfBirth': {'@id': 'http://d-nb.info/gnd/4011077-1', '@value': 'Darmstadt'}, 'dateOfBirth': '5. Oktober 1890'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/118687859', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12163288', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://id.loc.gov/authorities/names/n86004865', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/32036286', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.isni.org/0000000108848557', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}, {'@id': 'http://www.isni.org/000000036854914X', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Kasimir,Edschmid,31. August 1966,5. Oktober 1890
1091,http://d-nb.info/gnd/126691169,"{'periodOfActivity': '1924', 'variantName': ['M. Kaniowski'], 'preferredName': 'Michael Kaniowski', 'surname': 'Kaniowski', 'forename': 'Michael'}","[{'@id': 'http://viaf.org/viaf/65006657', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Michael,Kaniowski,,
1092,http://d-nb.info/gnd/119405482,"{'dateOfDeath': '22. Mai 1959', 'variantName': ['Carl Loosli', 'C. A. Loosli', 'C.-A. Loosli', 'Carl-Albert Loosli', 'Karl-Albert Loosli', 'Karl Albert Loosli', 'Charles Trebla'], 'forename': 'Carl Albert', 'surname': 'Loosli', 'professionOrOccupation': [{'@id': 'http://d-nb.info/gnd/4028781-6', '@value': 'Journalist'}, {'@id': 'http://d-nb.info/gnd/4053309-8', '@value': 'Schriftsteller'}], 'gender': {'@id': 'http://d-nb.info/standards/vocab/gnd/gender#male', '@value': 'Mann'}, 'preferredName': 'Carl Albert Loosli', 'dateOfBirth': '5. April 1877'}","[{'@id': 'http://toolserver.org/~authoritycontrol/redirect/gnd/de/119405482', 'publisher': {'icon': 'http://de.wikipedia.org/favicon.ico', 'name': 'Wikipedia (Deutsch)', 'abbr': 'WKPDE'}}, {'@id': 'http://data.bnf.fr/12177291', 'publisher': {'icon': 'http://www.bnf.fr/bnf_dev/icono/favicon.ico', 'name': 'Bibliothèque nationale de France | National Library of France', 'abbr': 'BNF'}}, {'@id': 'http://id.loc.gov/authorities/names/n80113297', 'publisher': {'icon': 'http://www.loc.gov/favicon.ico', 'name': 'Library of Congress / NACO', 'abbr': 'LC'}}, {'@id': 'http://viaf.org/viaf/46803445', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}, {'@id': 'http://www.hls-dhs-dss.ch/textes/d/D12084.php', 'publisher': {'icon': 'http://www.hls-dhs-dss.ch/favicon.ico', 'name': 'Historisches Lexikon der Schweiz (HLS)', 'abbr': 'CH_HLS'}}, {'@id': 'http://www.isni.org/0000000121310524', 'publisher': {'icon': 'http://www.isni.org/sites/default/files/isni_new_favicon.ico', 'name': 'International Standard Name Identifier (ISO 27729)', 'abbr': 'ISNI'}}]",Carl Albert,Loosli,22. Mai 1959,5. April 1877
1093,http://d-nb.info/gnd/126128715,"{'variantName': ['Ljusi Aleksandrovna Argutinskaja', 'Ljusa Aleksandrovna Argutinskaja', 'Ljusa A. Argutinskaja'], 'forename': 'Ljusi A.', 'surname': 'Argutinskaja', 'periodOfActivity': '1932', 'preferredName': 'Ljusi A. Argutinskaja', 'dateOfBirth': '1897'}","[{'@id': 'http://viaf.org/viaf/10829048', 'publisher': {'icon': 'http://viaf.org/viaf/images/viaf.ico', 'name': 'VIAF - Virtual International Authority File', 'abbr': 'VIAF'}}]",Ljusi A.,Argutinskaja,,1897
