row	authorFirstname	authorLastname	 X	GND	preferredName	yearOfBirth	yearOfDeath	placeOfBirth	placeOfDeath	professionOrOccupation	foaf_page	
543	Ernst	Fischer	 	http://d-nb.info/gnd/11802924X	Fischer, Heinrich Ernst	1777	1821	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/117508764	Fischer, Friedrich Ernst	1848	 	 	 	Arzt	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/119178028	Fischer, Ernst J.	1919	 	Wittlich	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/120622335	Fischer, Ernst Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/118533401	Fischer, Kuno	1824	1907	 	Heidelberg	Philosoph | Schriftsteller | Hochschullehrer	http://de.wikipedia.org/wiki/Kuno_Fischer	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/118974130	Fischer, Ernst Maria	1907	1939	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/174171102	Fischer, Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/174354622	Fischer, Ernst J.	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/172882273	Fischer, Christian E.	1772	1850	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/172921600	Fischer, Ernst	1909	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1014751373	Fischer, Wilhelm Ernst	1805	1873	Hamburg	Hamburg	Kaufmann	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1012263207	Fischer, Ernst Anton	1788	1860	 	Karlsruhe	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1012337227	Fischer, Ernst	1815	1874	 	 	Künstler | Maler | Lithograph | Radierer	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1021404195	Fischer, Ernst	 	 	 	 	Historiker	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1016197403	Fischer Ernst	1859	1910	 	 	Oberlehrer	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1023852721	Fischer, Ernst	1866	1951	 	 	Kaufmann | Bibliophiler	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1024181588	Fischer, Ernst Jakob Ludwig Baptist	1862	1940	 	 	Prediger | Diakon	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1019276371	Fischer, Ernst	1813	1883	Hamburg	Hamburg	Pädagoge	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1025750721	Fischer, Ernst	 	 	 	 	Heilpraktiker	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/174309252	Fischer, Ernst	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/172086582	Fischer, Ernst Ludwig	1844	1906	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/130114650	Fischer, Ernst	1892	 	 	 	Referendar	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/130114707	Fischer, Ernst	1898	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/130114553	Fischer, Ernst	1889	 	 	 	Philosoph	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/130114871	Fischer, Ernst	 	 	 	 	Sportlehrer	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/130114936	Fischer, Ernst	 	 	 	 	Pfarrer	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/13011474X	Fischer, Ernst	1888	 	 	 	Geologe	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/132338688	Fischer, Wilhelm	1887	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/132700492	Fischer, Ernst	1910	 	 	 	Ingenieur	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/132263998	Fischer, Ernst	 	 	 	 	Korbmacher	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/127564322	Fischer, Ernst H.	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/128808004	Fischer, Ernst-Otto	 	 	 	 	Arzt	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/128616830	Fischer, Ernst Rudolf	1897	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/13011555X	Fischer, Ernst	1893	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/12989138X	Fischer, Ernst	1861	 	 	 	Arzt	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/133047822	Fischer, Ernst	1848	 	 	 	Chirurg	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/116551410	Fischer, Ernst	 	 	 	 	Student	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/116551402	Fischer, Ernst	1875	1954	 	 	Mathematiker | Physiker	http://de.wikipedia.org/wiki/Ernst_Sigismund_Fischer	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/116535105	Fischer, Christian Ernst	1772	1850	 	 	Arzt	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/116551399	Fischer, Ernst	1820	1872	 	 	Pädagoge | Schriftsteller | Lehrer	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/116556633	Fischer, Hugo	1897	1975	Halle (Saale)	 	Historiker | Philosoph	http://de.wikipedia.org/wiki/Ernst_Hugo_Fischer	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/116551437	Fischer, Ernst Christian	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/116551445	Fischer, Ernst Gottfried	1754	1831	 	 	Physiker | Mathematiker	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/116551380	Fischer, Ernst	1839	1903	 	 	Ingenieur	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/11655147X	Fischer, Ernst Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/116556145	Fischer, Heinrich	1861	1924	 	 	Geograph | Schulleiter	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/116551453	Fischer, Ernst Otto	1918	2007	 	 	Chemiker	http://de.wikipedia.org/wiki/Ernst_Otto_Fischer	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/12379613X	Fischer, Georg Ernst	 	 	 	 	Jurist	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/121559491	Fischer, Franz	1878	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/121560155	Fischer, Ernst Friedrich	1878	 	 	 	Pfarrer	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/118533347	Fischer, Johann Ernst	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/138761949	Fischer, Ernst	1908	 	 	 	Arzt	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/139411127	Fischer, Ernst Felix	1890	1980	 	 	Museumsdirektor	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/140577564	Fischer, Ernst	1902	 	 	 	Ingenieur	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/134734831	Fischer-Wien, Ernst	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/134033167	Fischer, Ernst	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/133610365	Fischer, Ernst	 	 	 	 	Politiker	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/136146600	Fischer, Ernst	1892	 	Leipzig	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/125199120	Fischer, Gustav-Ernst	 	 	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1031748547	Fischer, Ernst	1840	1891	 	Berlin	Oberlehrer | Pädagoge	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1026906040	Fischer-Cörlin, Ernst Albert	1853	1932	 	 	Maler | Illustrator	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1034723618	Fischer, Hermann	1829	1912	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1034966901	Fischer, Richard	1844	1909	Barby (Elbe)	 	Oberlehrer | Pädagoge	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1034729373	Fischer, Ernst Heinrich	1846	1930	 	 	 	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1028107013	Fischer, Ernst Paul Josef	1882	1976	 	 	Regierungsrat	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1014206669	Fischer, Ernst	1841	 	Stralsund	 	Pädagoge | Schulleiter	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1014207304	Fischer, Ernst	1857	 	Havelberg	 	Pädagoge	 	DifferentiatedPerson
543	Ernst	Fischer	 	http://d-nb.info/gnd/1014207282	Fischer, Ernst	1857	 	Berlin	 	Pädagoge	 	DifferentiatedPerson
545	Romain	Rolland	 	http://d-nb.info/gnd/118602330	Rolland, Romain	1866	1944	Clamecy	Vézelay	Schriftsteller | Dramatiker | Musikwissenschaftler	http://de.wikipedia.org/wiki/Romain_Rolland	DifferentiatedPerson
554	Oskar	Senski	 									
561	Johann	Schwalbach	 	http://d-nb.info/gnd/117342068	Schwalbach, Johann Melchior von	1581	1635	 	 	 	 	DifferentiatedPerson
561	Johann	Schwalbach	 	http://d-nb.info/gnd/127290176	Schwalbach, Johann	 	 	 	 	 	 	DifferentiatedPerson
561	Johann	Schwalbach	 	http://d-nb.info/gnd/124250122	Schwalbach, Johann Georg	 	 	Würzburg	 	Schriftsteller | Astronom | Lehrer	 	DifferentiatedPerson
561	Johann	Schwalbach	 	http://d-nb.info/gnd/104352558	Schwalbach, Johann Friedrich von	 	1622	 	 	Abt	 	DifferentiatedPerson
571	Morris	Hillquit	 	http://d-nb.info/gnd/119256355	Hillquit, Morris	1870	1933	 	 	 	 	DifferentiatedPerson
576	Wilhelm	Blos	 	http://d-nb.info/gnd/11851184X	Blos, Wilhelm	1849	1927	 	 	Politiker | Schriftsteller	http://de.wikipedia.org/wiki/Wilhelm_Blos	DifferentiatedPerson
576	Wilhelm	Blos	 	http://d-nb.info/gnd/133927709	Blos, Wilhelm	 	 	 	 	 	 	DifferentiatedPerson
579	Kurt	Kornicker	 	http://d-nb.info/gnd/1034088831	Kornicker, Kurt	 	 	 	 	 	 	DifferentiatedPerson
581	Alfred	Doeblin	 	http://d-nb.info/gnd/118526200	Döblin, Alfred	1878	1957	Stettin	Emmendingen	Schriftsteller | Arzt	http://de.wikipedia.org/wiki/Alfred_D%C3%B6blin	Pseudonym
582	Fritz	Brehmer (Bremer)	 									
589	Hans Wilhelm	Stein	 	http://d-nb.info/gnd/117241474	Stein, Hans Wilhelm	1875	1944	 	 	Schriftsteller | Jurist	 	DifferentiatedPerson
590	Hugo	Preuss	 	http://d-nb.info/gnd/118596403	Preuß, Hugo	1860	1925	 	 	Staatswissenschaftler | Jurist	http://de.wikipedia.org/wiki/Hugo_Preu%C3%9F	DifferentiatedPerson
593	Walter	Schoenstedt	 	http://d-nb.info/gnd/116889217	Schoenstedt, Walter	1909	1952	 	 	Schriftsteller	http://de.wikipedia.org/wiki/Walter_Sch%C3%B6nstedt	DifferentiatedPerson
593	Walter	Schoenstedt	 	http://d-nb.info/gnd/1013939069	Bogen und Schönstedt, Walter von	1880	 	 	 	Oberstleutnant | Geschäftsführer	 	DifferentiatedPerson
594	Eitel Wolf	Dobert	 	http://d-nb.info/gnd/116151099	Dobert, Eitel Wolf	1906	1994	 	 	Schriftsteller	 	DifferentiatedPerson
599	Theodor	Brun	 	http://d-nb.info/gnd/119631474	Brun, Theodor	 	 	Salzwedel	 	Jurist	 	DifferentiatedPerson
599	Theodor	Brun	 	http://d-nb.info/gnd/101408919	Brunn, Richard	1870	1964	Heide <Dithmarschen>	Hamburg	Bibliothekar | Buchhändler	 	DifferentiatedPerson
614	Wladimir	Eliasberg	 	http://d-nb.info/gnd/116447826	Eliasberg, Wladimir	1887	1969	Wiesbaden	 	Neurologe | Psychiater	http://de.wikipedia.org/wiki/Wladimir_Eliasberg	DifferentiatedPerson
618	Willibert	Kuehler	 									
629	Nikolaj Ivanovič	Bucharin	 	http://d-nb.info/gnd/118516574	Bucharin, Nikolaj I.	1888	1938	 	 	Politiker	http://de.wikipedia.org/wiki/Nikolai_Iwanowitsch_Bucharin	DifferentiatedPerson
629	Nikolaj Ivanovič	Bucharin	 	http://d-nb.info/gnd/140579559	Bucharin, Nikolaj I.	 	 	 	 	Wirtschaftswissenschaftler	 	DifferentiatedPerson
631	Emma	Ihrer	 	http://d-nb.info/gnd/123631041	Ihrer, Emma	1857	1911	 	 	Gewerkschaftsmitglied	http://de.wikipedia.org/wiki/Emma_Ihrer	DifferentiatedPerson
632	Herbert, Dr.	Rosinski [Pseud.: Miles]	 									
651	Erich	Kuttner	 	http://d-nb.info/gnd/118935372	Kuttner, Erich	1887	1942	 	 	Politiker | Journalist | Schriftsteller	http://de.wikipedia.org/wiki/Erich_Kuttner	DifferentiatedPerson
652	Karl Fritz	Abicht	 									
657	Arthur	Wolf	 	http://d-nb.info/gnd/127597425	Wolf, Karl Arthur	 	 	 	 	 	 	DifferentiatedPerson
657	Arthur	Wolf	 	http://d-nb.info/gnd/127597220	Wolf, Arthur Heinz	1895	 	 	 	 	 	DifferentiatedPerson
657	Arthur	Wolf	 	http://d-nb.info/gnd/141265426	Wolf, Arthur	1898	 	 	 	Zahnarzt	 	DifferentiatedPerson
657	Arthur	Wolf	 	http://d-nb.info/gnd/102842695X	Wolf, Arthur S.	 	 	 	 	 	 	DifferentiatedPerson
660	Bruno	Fricke	 	http://d-nb.info/gnd/123579937	Fricke, Bruno	1900	1950	 	 	 	 	DifferentiatedPerson
667	Walther	Rathenau	 	http://d-nb.info/gnd/118598430	Rathenau, Walther	1867	1922	Berlin	Berlin	Unternehmer | Politiker | Publizist	http://de.wikipedia.org/wiki/Walther_Rathenau	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/118533487	Fischer, Ruth von	 	 	 	 	Künstlerin	http://de.wikipedia.org/wiki/Ruth_von_Fischer	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/118691392	Fischer, Ruth	1895	1961	Leipzig	Paris	Politikerin | Publizistin	http://de.wikipedia.org/wiki/Ruth_Fischer	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/118579525	Mayenburg, Ruth von	1907	1993	 	Wien	Politikerin | Schriftstellerin | Übersetzerin	http://de.wikipedia.org/wiki/Ruth_von_Mayenburg	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/12432293X	Fischer, Ruth	 	 	 	 	 	 	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/1024250741	Fischer, Ruth	 	1977	 	 	 	 	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/17420695X	Fischer-Beglückter, Ruth	 	 	 	 	 	 	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/172018951	Chatterjee-Fischer, Ruth	 	 	 	 	 	 	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/106721100	Friesz, Ruth	 	 	 	 	 	 	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/116562323	Fischer, Ruth	 	 	 	 	Schauspielerin	 	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/105378844	Chatterjee, Ruth	 	 	 	 	 	 	DifferentiatedPerson
670	Ruth	Fischer	 	http://d-nb.info/gnd/125377339	Jagielski-Fischer, Ruth	 	 	 	 	 	 	DifferentiatedPerson
679	Werner	Tuerk	 	http://d-nb.info/gnd/117438111	Türk, Werner	1901	 	 	 	Schriftsteller	 	DifferentiatedPerson
680	Elena	Bobinska	 									
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/116936363	Hoffmann, Adolf	1858	1930	Berlin	Berlin	Politiker | Graveur | Schriftsteller	http://de.wikipedia.org/wiki/Adolph_Hoffmann	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/116936339	Hoffmann, Adolf	 	 	 	 	Buchhändler	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/116941499	Hoffmann, Richard Adolf	1872	1948	 	 	Theologe | Evangelischer Theologe | Hochschullehrer	http://de.wikipedia.org/wiki/Richard_Adolf_Hoffmann	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/124376355	Hoffmann, Max	1869	1927	Homberg (Efze)	Bad Reichenhall	Offizier | General | Diplomat | Politiker	http://de.wikipedia.org/wiki/Max_Hoffmann	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/101652028X	Hoffmann, Heinrich Adolf Valentin	1814	1896	Frankfurt am Main	Frankfurt am Main	Maler | Landschaftsmaler	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/1025534603	Hoffmann, Adolf	1861	1945	 	 	Ingenieur | Heimatkundler	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/100358896	Hoffmann, Johann Adolf	1676	1731	 	 	Philologe | Übersetzer | Hofmeister	http://de.wikipedia.org/wiki/Johann_Adolf_Hoffmann	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/124319556	Hofmann, Adolph Friedrich	1703	1741	 	 	Philosoph	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/125240473	Hoffmann, Hans Adolf	 	 	 	 	 	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/123555760	Hoffmann, Albert	1907	1972	Bremen	Stuhr-Heiligenrode	Politiker | Nationalsozialist | Unternehmer	http://de.wikipedia.org/wiki/Albert_Hoffmann	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/116936304	Hoffmann, Adolf	1835	1899	 	 	Jurist | Abgeordneter	http://de.wikipedia.org/wiki/Adolph_Hoffmann_%28Richter%29	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/116936347	Hoffmann, Adolph	1854	1905	 	 	Verleger | Schauspieler	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/133731375	Hoffmann, Gustav Adolph	 	1874	 	 	Buchhändler | Verleger	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/143366734	Hoffmann, Carl Julius Adolf	1801	1843	Ratibor	Oppeln	Musiker | Komponist | Chorleiter | Gesangslehrer	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/134892380	Hoffmann, Emil Adolf	 	 	 	 	Komponist	http://de.wikipedia.org/wiki/Emil_Adolf_Hoffmann	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/134408365	Hoffmann, Adolf-Peter	1906	1982	 	 	Sprecher | Schauspieler	http://de.wikipedia.org/wiki/Adolf_Peter_Hoffmann	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/135567629	Hoffmann, Adolf	1900	 	 	 	Theologe	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/135567416	Hoffmann, Adolf	1898	1983	Hildesheim	Göttingen	Musikwissenschaftler | Komponist | Musiklehrer	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/13570829X	Hoffmann, Adolf	 	 	 	 	 	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/137583893	Hoffmann, Adolf Julius Friedrich Karl	1822	1899	Karlsruhe	Karlsruhe	Arzt | Militärarzt	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/135567289	Hoffmann, Adolf	1885	 	 	 	Philologe	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/105824836	Hoffmann, Aline	1856	1920	 	 	Schriftstellerin	 	DifferentiatedPerson
681	Adolf	Hoffmann	 	http://d-nb.info/gnd/1031725148	Hoffmann, Adolf	 	 	 	 	Geograph	 	DifferentiatedPerson
685	Albert	Kranold	 	http://d-nb.info/gnd/1025942736	Kranold, Albert	1889	1944	 	 	Redakteur | Schriftsteller | Sozialdemokrat | Dozent	 	DifferentiatedPerson
686	Max	Hodann	 	http://d-nb.info/gnd/119099144	Hodann, Max	1894	1946	 	Stockholm	Arzt	http://de.wikipedia.org/wiki/Max_Hodann	DifferentiatedPerson
686	Max	Hodann	 	http://d-nb.info/gnd/174221681	Hodann, Max	 	 	 	 	 	 	DifferentiatedPerson
703	Ernst	Roehm	 	http://d-nb.info/gnd/118745700	Röhm, Ernst	1887	1934	München	München	Offizier | Politiker | Minister	http://de.wikipedia.org/wiki/Ernst_R%C3%B6hm	DifferentiatedPerson
703	Ernst	Roehm	 	http://d-nb.info/gnd/1028250436	Röhm, Ernst Friedrich	1862	1923	Gotha	Wien	Drucker	 	DifferentiatedPerson
708	Julius	Deutsch	 	http://d-nb.info/gnd/118678027	Deutsch, Julius	1884	1968	 	Wien	Politiker	http://de.wikipedia.org/wiki/Julius_Deutsch	DifferentiatedPerson
708	Julius	Deutsch	 	http://d-nb.info/gnd/139782273	Deutsch, Julius	 	 	 	 	Ingenieur	 	DifferentiatedPerson
714	Karl	Thieme [Pseud.: Michael Müller]	 									
721	Karl	Billinger	 	http://d-nb.info/gnd/118731599	Massing, Paul W.	1902	1979	 	 	Soziologe	http://de.wikipedia.org/wiki/Paul_Wilhelm_Massing	Pseudonym
729	Leo	Trotzki	 	http://d-nb.info/gnd/118642979	Trockij, Lev Davidovič	1879	1940	 	Coyoacán	Politiker	http://de.wikipedia.org/wiki/Leo_Trotzki	DifferentiatedPerson
733	Lazar	Herman	 	http://d-nb.info/gnd/11672949X	Lania, Leo	1896	1961	Charkow	München	Schriftsteller | Dramatiker | Dramaturg | Sachbuchautor	http://de.wikipedia.org/wiki/Leo_Lania	Pseudonym
741	Clara	Leiser	 									
759	Georg	Hermann	 	http://d-nb.info/gnd/119073129	Hermann, Franz Georg	1692	1768	Kempten (Allgäu)	Kempten (Allgäu)	Künstler | Maler	http://de.wikipedia.org/wiki/Franz_Georg_Hermann	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/118703706	Hermann, Georg	1871	1943	Berlin	 	Schriftsteller | Kunstkritiker	http://de.wikipedia.org/wiki/Georg_Hermann	Pseudonym
759	Georg	Hermann	 	http://d-nb.info/gnd/119706695	Hermann, Georg	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/12028619X	Hermann, Georg	1608	1666	 	 	Jurist	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/173444962	Hermann, Georg	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1012379906	Hermann, Johann Georg	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1012760855	Hermann, Georg	1529	1592	Gaildorf	Schwäbisch Hall	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1012231038	Hermann, Johann Georg	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1016563744	Hermann, Georg Samuel	 	 	Mittweida	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1019728507	Hermann, Georg	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1026027381	Hermann, Georg Reinhard	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/174313632	Hermann	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/100840868	Hermann, Johann Georg	1720	1793	 	 	Pfarrer | Rektor | Superintendent	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/102234876	Hermann, Georg Andreas	 	 	Torgau	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/131609408	Herrmann, Hans	1865	1932	 	 	Ingenieur	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/129174793	Herman, Georg	1579	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/115645195	Hermann, Johann Georg	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/116738650	Hermann, Georg	1693	1766	 	 	Theologe | Logiker	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/116738634	Hermann, Georg	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/122210964	Hermann, Georg	1556	1625	 	 	Pfarrer	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/11850097X	Agartz, Viktor	1897	1964	Remscheid	Bergisch Gladbach- Bensberg	Wirtschaftswissenschaftler | Wirtschaftsprüfer	http://de.wikipedia.org/wiki/Viktor_Agartz	Pseudonym
759	Georg	Hermann	 	http://d-nb.info/gnd/133837491	Hermann, Franz Georg	1640	1689	 	Kempten (Allgäu)	Künstler | Maler	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/138996202	Hermann, Georg	 	 	 	 	Pfarrer	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1032402849	Hermann, Georgius Henricus	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1037636589	Hermann, Johann Georg	1714	1737	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1028271239	Hermann, Georg August	 	 	 	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1033992577	Hermann, Johann Georg	 	 	Memmingen	 	 	 	DifferentiatedPerson
759	Georg	Hermann	 	http://d-nb.info/gnd/1027596908	Herrmann, Georg Christian	 	 	 	 	 	 	DifferentiatedPerson
